faction,gameSystem,spellId,name,type,threshold,effect,effectSkirmish,spellbookId
Treasure Hunters,age-of-fantasy-skirmish,iwF2-,Magic Wind,1,3,"Target 4 friendly units within 12"" get +3"" next time they Advance, or +6"" next time they Rush/Charge.","Target 4 friendly units within 12"" get +3"" next time they Advance, or +6"" next time they Rush/Charge.",qel4I
Treasure Hunters,age-of-fantasy-skirmish,zzJRc,Blood Hex,0,3,Target enemy unit within 18” takes 2 hits with Blast(3).,Target enemy unit within 18” takes 2 hits with Blast(3).,_fl49
Vampiric Undead,age-of-fantasy-skirmish,X3TWI,Vigour,1,1,"Target 2 friendly units within 12"" get +1 to hit rolls next time they fight in melee.","Target 2 friendly units within 12"" get +1 to hit rolls next time they fight in melee.",0PTkA
Vampiric Undead,age-of-fantasy-skirmish,7Ifyg,Spectral Wind,0,1,"Target enemy unit within 12"" takes 1 hit with AP(2).","Target enemy unit within 12"" takes 1 hit with AP(2).",cJZ_-
Vampiric Undead,age-of-fantasy-skirmish,AO6nk,Dance of Death,1,2,"Target 4 friendly units within 12"" get +2"" next time they Advance, or +4"" next time they Rush/Charge.","Target 4 friendly units within 12"" get +2"" next time they Advance, or +4"" next time they Rush/Charge.",qel4I
Vampiric Undead,age-of-fantasy-skirmish,OFfqR,Deadly Gaze,0,2,"Target enemy unit within 12"" takes 1 hit with AP(2) and Deadly(3).","Target enemy unit within 12"" takes 1 hit with AP(2) and Deadly(3).",tNVWP
Vampiric Undead,age-of-fantasy-skirmish,N7F6l,Invocation,1,3,"Target 6 friendly units within 12"" get Regeneration next time they take wounds.","Target 6 friendly units within 12"" get Regeneration next time they take wounds.",JYSJ7
Vampiric Undead,age-of-fantasy-skirmish,VkNpe,Curse,0,3,Target enemy unit within 18” takes 2 hits with Blast(3).,Target enemy unit within 18” takes 2 hits with Blast(3).,_fl49
Volcanic Dwarves,age-of-fantasy-skirmish,EEGaB,Auric Fury,1,1,"Target 4 friendly units within 12"" get +1"" next time they Advance, or +2"" next time they Rush/Charge.","Target 4 friendly units within 12"" get +1"" next time they Advance, or +2"" next time they Rush/Charge.",qel4I
Volcanic Dwarves,age-of-fantasy-skirmish,B7EB9,Suffocating Ashes,0,1,"Target 2 enemy units within 12"" take 1 hit each.","Target 2 enemy units within 12"" take 1 hit each.",6LaIv
Volcanic Dwarves,age-of-fantasy-skirmish,E3rV1,Seismic Shift,1,2,"Target 4 friendly units within 12"" get Flying next time they move.","Target 4 friendly units within 12"" get Flying next time they move.",hULCg
Volcanic Dwarves,age-of-fantasy-skirmish,pzb3O,Fire Storm,0,2,Target enemy unit within 12” takes 4 hits.,Target enemy unit within 12” takes 4 hits.,2R1eh
Volcanic Dwarves,age-of-fantasy-skirmish,NsiAb,Searing Heat,2,3,"Target 4 enemy units within 18"" get -2 to hit rolls next time they fight in melee.","Target 4 enemy units within 18"" get -2 to hit rolls next time they fight in melee.",ZPTPD
Volcanic Dwarves,age-of-fantasy-skirmish,wdMly,Lava Bolts,0,3,"Target enemy model within 12"" takes 2 hits with AP(4).","Target enemy model within 12"" takes 2 hits with AP(4).",QO6Oj
War Disciples,age-of-fantasy-skirmish,RilmM,Melt Armor,2,1,"Target 2 enemy units within 18"" get -1 to defense rolls next time they take hits.","Target 2 enemy units within 18"" get -1 to defense rolls next time they take hits.",fXthP
War Disciples,age-of-fantasy-skirmish,C_gua,Headchop,0,1,"Target enemy model within 6"" takes 1 hit with AP(4).","Target enemy model within 6"" takes 1 hit with AP(4).",QO6Oj
War Disciples,age-of-fantasy-skirmish,MfjtR,Fiery Defense,1,2,"Target 4 friendly units within 12"" get Counter next time they are charged.","Target 4 friendly units within 12"" get Counter next time they are charged.",iX6gb
War Disciples,age-of-fantasy-skirmish,lJcol,Slaughter,0,2,"Target enemy unit within 12"" takes 2 hits with AP(2).","Target enemy unit within 12"" takes 2 hits with AP(2).",cJZ_-
War Disciples,age-of-fantasy-skirmish,Uq_iO,Wings of War,1,3,"Target 6 friendly units within 12"" get Flying next time they move.","Target 6 friendly units within 12"" get Flying next time they move.",hULCg
War Disciples,age-of-fantasy-skirmish,2Xt9p,Massacre,0,3,Target enemy unit within 12” takes 6 hits.,Target enemy unit within 12” takes 6 hits.,2R1eh
Wood Elves,age-of-fantasy-skirmish,ktdRm,Spirit Vines,2,1,"Target 2 enemy units within 18"" get -1 to hit rolls next time they fight in melee.","Target 2 enemy units within 18"" get -1 to hit rolls next time they fight in melee.",ZPTPD
Wood Elves,age-of-fantasy-skirmish,na20p,Tree Stomp,0,1,"Target enemy unit within 12"" takes 1 hit with Deadly(3).","Target enemy unit within 12"" takes 1 hit with Deadly(3).",tNVWP
Wood Elves,age-of-fantasy-skirmish,1SF-a,Harmony,1,2,"Target 4 friendly units within 12"" get Flying next time they move.","Target 4 friendly units within 12"" get Flying next time they move.",hULCg
Wood Elves,age-of-fantasy-skirmish,5xlyN,Insect Attack,0,2,"Target 2 enemy units within 12"" take 2 hits each.","Target 2 enemy units within 12"" take 2 hits each.",6LaIv
Wood Elves,age-of-fantasy-skirmish,RjyLs,Regrowth,1,3,"Target 6 friendly units within 12"" get Regeneration next time they take wounds.","Target 6 friendly units within 12"" get Regeneration next time they take wounds.",JYSJ7
Wood Elves,age-of-fantasy-skirmish,tkqpV,Harvest,0,3,"Target enemy model within 12"" takes 2 hits with AP(4).","Target enemy model within 12"" takes 2 hits with AP(4).",QO6Oj
Beastmen,age-of-fantasy-regiments,OhSyw,Spirit Mantle,1,1,"Target 2 friendly units within 12"" get Stealth next time they are shot at.","Target 4 friendly units within 12"" get Stealth next time they are shot at.",Dy8JS
Beastmen,age-of-fantasy-regiments,M7xRA,Traitor’s Wrath,0,1,"Target enemy model within 12"" takes 1 hit with AP(4).","Target enemy model within 6"" takes 1 hit with AP(4).",QO6Oj
Beastmen,age-of-fantasy-regiments,QRKTG,Surge,1,2,"Target 2 friendly units within 12"" move +2"" next time they Advance, or +4"" next time they Rush/Charge.","Target 4 friendly units within 12"" get +2"" next time they Advance, or +4"" next time they Rush/Charge.",qel4I
Beastmen,age-of-fantasy-regiments,ewYll,Vile Swarm,0,2,Target enemy unit within 12” takes 8 hits.,Target enemy unit within 12” takes 4 hits.,2R1eh
Beastmen,age-of-fantasy-regiments,96-eH,Animalistic,2,3,"Target 2 enemy units within 18"" get -2 to hit rolls next time they fight in melee.","Target 4 enemy units within 18"" get -2 to hit rolls next time they fight in melee.",ZPTPD
Beastmen,age-of-fantasy-regiments,bXGRf,Howling Roar,0,3,"Target 2 enemy units within 12"" take 6 hits each.","Target 2 enemy units within 12"" take 3 hits each.",6LaIv
Change Disciples,age-of-fantasy-regiments,gr03Y,Breath of Change,1,1,"Target 2 friendly units within 12"" move +1"" next time they Advance, or +2"" next time they Rush/Charge.","Target 4 friendly units within 12"" get +1"" next time they Advance, or +2"" next time they Rush/Charge.",qel4I
Change Disciples,age-of-fantasy-regiments,RYdRo,Blaze,0,1,"Target enemy unit within 12"" takes 2 hits with AP(2).","Target enemy unit within 12"" takes 1 hit with AP(2).",cJZ_-
Change Disciples,age-of-fantasy-regiments,xPEWb,Steal Power,2,2,"Target 2 enemy units within 18"" get -1 to hit rolls next time they shoot.","Target 4 enemy units within 18"" get -1 to hit rolls next time they shoot.",EGmug
Change Disciples,age-of-fantasy-regiments,h-eTJ,Inferno,0,2,Target enemy unit within 18” takes 1 hit with Blast(6).,Target enemy unit within 18” takes 1 hit with Blast(3).,_fl49
Change Disciples,age-of-fantasy-regiments,JTZZx,Loyalty,1,3,"Target 3 friendly units within 12"" get Regeneration next time they take wounds.","Target 6 friendly units within 12"" get Regeneration next time they take wounds.",JYSJ7
Change Disciples,age-of-fantasy-regiments,ItLgj,Bolt of Change,0,3,"Target enemy unit within 12"" takes 1 hit with AP(4) and Deadly(6).","Target enemy unit within 12"" takes 1 hit with AP(4) and Deadly(3).",tNVWP
Chivalrous Kingdoms,age-of-fantasy-regiments,c1Baz,Wild Form,1,1,"Target friendly unit within 12"" gets +1 to hit rolls next time it fights in melee.","Target 2 friendly units within 12"" get +1 to hit rolls next time they fight in melee.",0PTkA
Chivalrous Kingdoms,age-of-fantasy-regiments,9GAxf,Fireball,0,1,"Target enemy unit within 12"" takes 2 hits with AP(2).","Target enemy unit within 12"" takes 1 hit with AP(2).",cJZ_-
Chivalrous Kingdoms,age-of-fantasy-regiments,WJ0bw,Protection,1,2,"Target 2 friendly units within 12"" get +1 to defense rolls next time they take hits.","Target 4 friendly units within 12"" get +1 to defense rolls next time they take hits.",sbSJb
Chivalrous Kingdoms,age-of-fantasy-regiments,hC4pg,Leech,0,2,"Target enemy unit within 12"" takes 1 hit with AP(4) and Deadly(3).","Target enemy unit within 12"" takes 1 hit with AP(2) and Deadly(3).",tNVWP
Chivalrous Kingdoms,age-of-fantasy-regiments,eUmCZ,Magic Wind,1,3,"Target 2 friendly units within 12"" move +3"" next time they Advance, or +6"" next time they Rush/Charge.","Target 4 friendly units within 12"" get +3"" next time they Advance, or +6"" next time they Rush/Charge.",qel4I
Chivalrous Kingdoms,age-of-fantasy-regiments,BtTeM,Blood Hex,0,3,Target enemy unit within 18” takes 1 hit with Blast(12).,Target enemy unit within 18” takes 2 hits with Blast(3).,_fl49
Dark Elves,age-of-fantasy-regiments,n5MsK,Despair,2,1,"Target 2 enemy units within 18"" get -1 to their next morale test roll.","Target 4 enemy units within 18"" get -1 to their next morale test roll.",lz4dh
Dark Elves,age-of-fantasy-regiments,VlPDA,Blade Storm,0,1,"Target 2 enemy units within 12"" take 2 hits each.","Target 2 enemy units within 12"" take 1 hit each.",6LaIv
Dark Elves,age-of-fantasy-regiments,gM4yD,Darkness,1,2,"Target 2 friendly units within 12"" get +1 to defense rolls next time they take hits.","Target 4 friendly units within 12"" get +1 to defense rolls next time they take hits.",sbSJb
Dark Elves,age-of-fantasy-regiments,QU-wN,Steal Soul,0,2,Target enemy unit within 12” takes 8 hits.,Target enemy unit within 12” takes 4 hits.,2R1eh
Dark Elves,age-of-fantasy-regiments,XmU21,World of Pain,1,3,"Target 2 friendly units within 12"" move +3"" next time they Advance, or +6"" next time they Rush/Charge.","Target 4 friendly units within 12"" get +3"" next time they Advance, or +6"" next time they Rush/Charge.",qel4I
Dark Elves,age-of-fantasy-regiments,RIj2k,Black Bolt,0,3,"Target enemy model within 12"" takes 3 hits with AP(4).","Target enemy model within 12"" takes 2 hits with AP(4).",QO6Oj
Deep-Sea Elves,age-of-fantasy-regiments,ioHAv,Power Tide,1,1,"Target friendly unit within 12"" gets AP(+1) next time it fights in melee.","Target 2 friendly units within 12"" get AP(+1) next time they fight in melee.",gd3uG
Deep-Sea Elves,age-of-fantasy-regiments,Ltl0Y,Sea Storm,0,1,Target enemy unit within 12” takes 4 hits.,Target enemy unit within 12” takes 2 hits.,2R1eh
Deep-Sea Elves,age-of-fantasy-regiments,sbHTz,Darkest Abyss,2,2,"Target 2 enemy units within 18"" get -1 to hit rolls next time they shoot.","Target 4 enemy units within 18"" get -1 to hit rolls next time they shoot.",EGmug
Deep-Sea Elves,age-of-fantasy-regiments,PnzrO,Erode Soul,0,2,"Target enemy model within 12"" takes 2 hits with AP(4).","Target enemy model within 12"" takes 1 hit with AP(4).",QO6Oj
Deep-Sea Elves,age-of-fantasy-regiments,26d1V,High Tide,1,3,"Target 3 friendly units within 12"" get Flying next time they move.","Target 6 friendly units within 12"" get Flying next time they move.",hULCg
Deep-Sea Elves,age-of-fantasy-regiments,0zFpV,Crushing Pressure,0,3,"Target 2 enemy units within 12"" take 6 hits each.","Target 2 enemy units within 12"" take 3 hits each.",6LaIv
Duchies of Vinci,age-of-fantasy-regiments,oBN8t,Fury Herbs,1,1,"Target 2 friendly units within 12"" get Furious next time they charge.","Target 4 friendly units within 12"" get Furious next time they charge.",8ACAf
Duchies of Vinci,age-of-fantasy-regiments,z8u1Y,Choking Fog,0,1,Target enemy unit within 12” takes 4 hits.,Target enemy unit within 12” takes 2 hits.,2R1eh
Duchies of Vinci,age-of-fantasy-regiments,Y0N-1,Clearview Leaves,1,2,"Target 2 friendly units within 12"" get +12"" range next time they shoot.","Target 4 friendly units within 12"" get +12"" range next time they shoot.",OetpX
Duchies of Vinci,age-of-fantasy-regiments,Z1A7e,Deep Rot,0,2,"Target enemy unit within 12"" takes 1 hit with AP(4) and Deadly(3).","Target enemy unit within 12"" takes 1 hit with AP(2) and Deadly(3).",tNVWP
Duchies of Vinci,age-of-fantasy-regiments,wCUe-,Mesmer Oils,2,3,"Target 2 enemy units within 18"" move -3"" next time they Advance, or -6"" next time they Charge/Rush.","Target 4 enemy units within 18"" move -3"" next time they Advance, or -6"" next time they Charge/Rush.",tnhFl
Duchies of Vinci,age-of-fantasy-regiments,qVEE3,Neurotoxin Gas,0,3,Target enemy unit within 18” takes 1 hit with Blast(12).,Target enemy unit within 18” takes 2 hits with Blast(3).,_fl49
Dwarves,age-of-fantasy-regiments,-Ki-H,Spite Rune,2,1,"Target enemy unit within 18"" gets -1 to hit rolls next time it fights in melee.","Target 2 enemy units within 18"" get -1 to hit rolls next time they fight in melee.",ZPTPD
Dwarves,age-of-fantasy-regiments,zABN2,Smiting Rune,0,1,Target enemy unit within 12” takes 4 hits.,Target enemy unit within 12” takes 2 hits.,2R1eh
Dwarves,age-of-fantasy-regiments,3ItfD,Battle Rune,1,2,"Target 2 friendly units within 12"" move +2"" next time they Advance, or +4"" next time they Rush/Charge.","Target 4 friendly units within 12"" get +2"" next time they Advance, or +4"" next time they Rush/Charge.",qel4I
Dwarves,age-of-fantasy-regiments,cscyA,Breaking Rune,0,2,"Target enemy model within 12"" takes 2 hits with AP(4).","Target enemy model within 12"" takes 1 hit with AP(4).",QO6Oj
Dwarves,age-of-fantasy-regiments,XzVz_,Drill Rune,1,3,"Target 3 friendly units within 12"" get Flying next time they move.","Target 6 friendly units within 12"" get Flying next time they move.",hULCg
Dwarves,age-of-fantasy-regiments,XnA7V,Cleaving Rune,0,3,"Target 2 enemy units within 12"" take 6 hits each.","Target 2 enemy units within 12"" take 3 hits each.",6LaIv
Eternal Wardens,age-of-fantasy-regiments,k5K8Q,Terrify,2,1,"Target enemy unit within 18"" gets -1 to hit rolls next time it shoots.","Target 2 enemy units within 18"" get -1 to hit rolls next time they shoot.",EGmug
Eternal Wardens,age-of-fantasy-regiments,lyDaY,Thunder,0,1,"Target enemy unit within 12"" takes 2 hits with AP(2).","Target enemy unit within 12"" takes 1 hit with AP(2).",cJZ_-
Eternal Wardens,age-of-fantasy-regiments,KIedn,Star Chains,2,2,"Target 2 enemy units within 18"" move -2"" next time they Advance, or -4"" next time they Charge/Rush.","Target 4 enemy units within 18"" move -2"" next time they Advance, or -4"" next time they Charge/Rush.",tnhFl
Eternal Wardens,age-of-fantasy-regiments,KZRBB,Lightning,0,2,"Target enemy model within 12"" takes 2 hits with AP(4).","Target enemy model within 12"" takes 1 hit with AP(4).",QO6Oj
Eternal Wardens,age-of-fantasy-regiments,VByDW,Shock Speed,1,3,"Target 2 friendly units within 12"" get AP(+3) next time they charge.","Target 4 friendly units within 12"" get AP(+3) next time they charge.",wdqGV
Eternal Wardens,age-of-fantasy-regiments,M_vGc,Storm,0,3,"Target 2 enemy units within 12"" take 6 hits each.","Target 2 enemy units within 12"" take 3 hits each.",6LaIv
Ghostly Undead,age-of-fantasy-regiments,lgCtT,Dread,2,1,"Target 2 enemy units within 18"" move -1"" next time they Advance, or -2"" next time they Charge/Rush.","Target 4 enemy units within 18"" move -1"" next time they Advance, or -2"" next time they Charge/Rush.",tnhFl
Ghostly Undead,age-of-fantasy-regiments,YwG7T,Terror,0,1,Target enemy unit within 18” takes 1 hit with Blast(3).,Target enemy unit within 9” takes 1 hit with Blast(3).,_fl49
Ghostly Undead,age-of-fantasy-regiments,aWTLY,Grief,1,2,"Target 2 friendly units within 12"" get +2 to hit rolls next time they charge.","Target 4 friendly units within 12"" get +2 to hit rolls next time they charge.",YKUHf
Ghostly Undead,age-of-fantasy-regiments,GzzPz,Eat Soul,0,2,"Target enemy unit within 12"" takes 1 hit with AP(4) and Deadly(3).","Target enemy unit within 12"" takes 1 hit with AP(2) and Deadly(3).",tNVWP
Ghostly Undead,age-of-fantasy-regiments,6Y6jF,Rise Again,1,3,"Target 3 friendly units within 12"" get Regeneration next time they take wounds.","Target 6 friendly units within 12"" get Regeneration next time they take wounds.",JYSJ7
Ghostly Undead,age-of-fantasy-regiments,ud2hT,Vicious Spirits,0,3,"Target enemy unit within 12"" takes 6 hits with AP(2).","Target enemy unit within 12"" takes 3 hits with AP(2).",cJZ_-
Goblins,age-of-fantasy-regiments,UWbT4,Spider’s Might,1,1,"Target 2 friendly units within 12"" get Poison next time they fight in melee.","Target 4 friendly units within 12"" get Poison next time they fight in melee.",9aOrY
Goblins,age-of-fantasy-regiments,68b-0,Glare,0,1,"Target enemy unit within 12"" takes 1 hit with AP(2) and Deadly(3).","Target enemy unit within 12"" takes 1 hit with Deadly(3).",tNVWP
